асинхронность python	1	https://habr.com/ru/post/421625/
асинхронность python	2	https://www.youtube.com/watch?v=ZGfv_yRLBiY
асинхронность python	3	https://tproger.ru/translations/asynchronous-programming-in-python/
асинхронность python	4	https://ru.stackoverflow.com/questions/788430/%d0%9a%d0%b0%d0%ba-%d0%b2-python-%d0%b8%d1%81%d0%bf%d0%be%d0%bb%d1%8c%d0%b7%d0%be%d0%b2%d0%b0%d1%82%d1%8c-await-c-input
асинхронность python	5	https://ru.stackoverflow.com/questions/657439/%d0%90%d1%81%d0%b8%d0%bd%d1%85%d1%80%d0%be%d0%bd%d0%bd%d0%be%d1%81%d1%82%d1%8c-%d0%b2-%d0%bf%d0%b0%d0%b9%d1%82%d0%be%d0%bd
асинхронность python	6	https://www.youtube.com/watch?v=VFBXx7O9BxU
асинхронность python	7	https://habr.com/ru/post/319350/
асинхронность python	8	https://proglib.io/p/python-asyncio/
асинхронность python	9	https://proglib.io/p/asynchrony/
python coroutine	1	https://docs.python.org/3/library/asyncio-task.html
python coroutine	2	https://www.jianshu.com/p/84df78d3225a
python coroutine	3	https://www.integralist.co.uk/posts/python-generators/
python coroutine	4	https://book.pythontips.com/en/latest/coroutines.html
python coroutine	5	https://dev.to/codemouse92/dead-simple-python-generators-and-coroutines-21ll
python coroutine	6	https://docs.python.org/3/library/asyncio.html
python coroutine	7	http://www.dabeaz.com/coroutines/
python coroutine	8	https://stackabuse.com/coroutines-in-python/
python coroutine	9	https://www.geeksforgeeks.org/coroutine-in-python/
python coroutine	10	https://dabeaz.com/coroutines/Coroutines.pdf
python asyncio requests	1	https://stackoverflow.com/questions/22190403/how-could-i-use-requests-in-asyncio
python asyncio requests	2	https://blog.csdn.net/J_Object/article/details/78880610
python asyncio requests	3	https://www.jianshu.com/p/bf5194dc45b7
python asyncio requests	4	https://www.terriblecode.com/blog/asynchronous-http-requests-in-python/
python asyncio requests	5	https://docs.python.org/3/library/asyncio.html
python asyncio requests	6	https://3.python-requests.org/
python asyncio requests	7	https://stackoverflow.com/questions/9110593/asynchronous-requests-with-python-requests
python asyncio requests	8	https://skipperkongen.dk/2016/09/09/easy-parallel-http-requests-with-python-and-asyncio/
python asyncio requests	9	https://docs.python.org/3/library/asyncio-task.html
python aiohttp	1	https://aiohttp.readthedocs.io/en/stable/
python aiohttp	2	https://pypi.org/project/aiohttp/
python aiohttp	3	https://github.com/aio-libs/aiohttp
python aiohttp	4	https://docs.aiohttp.org/en/stable/web_quickstart.html
python aiohttp	5	https://zhuanlan.zhihu.com/p/36936574
python aiohttp	6	https://www.jb51.net/article/163537.htm
python aiohttp	7	https://githubja.com/aio-libs/aiohttp
python aiohttp	8	https://zhuanlan.zhihu.com/p/45159102
python aiohttp	9	https://stackoverflow.com/questions/35196974/aiohttp-set-maximum-number-of-requests-per-second
python aiohttp	10	https://github.com/graphql-python/aiohttp-graphql
python asyncio example	1	https://www.blog.pythonlibrary.org/2016/07/26/python-3-an-intro-to-asyncio/
python asyncio example	2	https://docs.python.org/3/library/asyncio.html
python asyncio example	3	https://realpython.com/async-io-python/
python asyncio example	4	https://stackoverflow.com/questions/50757497/simplest-async-await-example-possible-in-python
python asyncio example	5	https://docs.python.org/3/library/asyncio-task.html
python asyncio example	6	https://python-hyper.org/projects/h2/en/stable/asyncio-example.html
python asyncio example	7	https://stackabuse.com/python-async-await-tutorial/
python asyncio example	8	https://medium.com/velotio-perspectives/an-introduction-to-asynchronous-programming-in-python-af0189a88bbb
python asyncio example	9	https://stackoverflow.com/questions/45419723/python-timer-with-asyncio-coroutine
python async requests	1	https://stackoverflow.com/questions/9110593/asynchronous-requests-with-python-requests
python async requests	2	https://stackoverflow.com/questions/22190403/how-could-i-use-requests-in-asyncio
python async requests	3	https://github.com/encode/requests-async
python async requests	4	https://www.terriblecode.com/blog/asynchronous-http-requests-in-python/
python async requests	5	https://pypi.org/project/requests-async/
python async requests	6	https://www.jianshu.com/p/bf5194dc45b7
python async requests	7	https://www.hackernoon.com/how-to-run-asynchronous-web-requests-in-parallel-with-python-3-5-without-aiohttp-264dc0f8546
python async requests	8	https://www.ctolib.com/encode-requests-async.html
python async requests	9	https://docs.python.org/3/library/asyncio.html
python async requests	10	https://skipperkongen.dk/2016/09/09/easy-parallel-http-requests-with-python-and-asyncio/
async python что это	1	https://sohabr.net/habr/post/359018/
async python что это	2	https://proglib.io/p/python-asyncio/
async python что это	3	https://habr.com/ru/post/266743/
async python что это	4	https://ru.stackoverflow.com/questions/607530/%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-async-await-%D0%B2-python
async python что это	5	https://ru.stackoverflow.com/questions/988985/python-%d0%ba%d0%be%d0%b3%d0%b4%d0%b0-%d1%81%d0%bb%d0%b5%d0%b4%d1%83%d0%b5%d1%82-%d0%b8%d1%81%d0%bf%d0%be%d0%bb%d1%8c%d0%b7%d0%be%d0%b2%d0%b0%d1%82%d1%8c-async-%d0%b0-%d0%ba%d0%be%d0%b3%d0%b4%d0%b0-await
async python что это	6	https://habr.com/ru/post/337420/
async python что это	7	https://xakep.ru/2017/01/11/python-3-asyncio/
async python что это	8	https://tproger.ru/translations/frontend-backend-interaction/
async python что это	9	https://metanit.com/sharp/tutorial/13.3.php
python async/await пример	1	https://docs.python.org/3/library/asyncio.html
python async/await пример	2	https://habr.com/ru/post/266743/
python async/await пример	3	https://ru.stackoverflow.com/questions/607530/%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-async-await-%D0%B2-python
python async/await пример	4	https://www.youtube.com/watch?v=LO61F07s7gw
