Костюм для девочки,6 март,130 грн.,https://apollo-ireland.akamaized.net:443/v1/files/cdp7m53bm9r42-UA/image;s=261x203,https://www.olx.ua/obyavlenie/kostyum-dlya-devochki-IDEXoCo.html?sd=1#ebec54ca7f;promoted
Штаны спортивные lupilu,11 март,150 грн.,https://apollo-ireland.akamaized.net:443/v1/files/ttf5r9artvrr-UA/image;s=261x203,https://www.olx.ua/obyavlenie/shtany-sportivnye-lupilu-IDHeJ1R.html?sd=1#ebec54ca7f;promoted
"Набор на девочку : шапка , повязка ,косынка",20 февр.,100 грн.,https://apollo-ireland.akamaized.net:443/v1/files/ueqhzyfmo0f3-UA/image;s=261x203,https://www.olx.ua/obyavlenie/nabor-na-devochku-shapka-povyazka-kosynka-IDH7dzH.html#ebec54ca7f;promoted
Новий купальник для гімнастики Можливий прокат в м. Луцьк,8 март,1 949 грн.,https://apollo-ireland.akamaized.net:443/v1/files/quz0d58sa598-UA/image;s=261x203,https://www.olx.ua/obyavlenie/noviy-kupalnik-dlya-gmnastiki-mozhliviy-prokat-v-m-lutsk-IDH6Bqe.html?sd=1#ebec54ca7f;promoted
"Детские спортивные,трикотажные,тёплые штаны на флисе с32по38размер.",9 март,100 грн.,https://apollo-ireland.akamaized.net:443/v1/files/n3kypgch71hj-UA/image;s=261x203,https://www.olx.ua/obyavlenie/detskie-sportivnye-trikotazhnye-teplye-shtany-na-flise-s32po38razmer-IDCMlKU.html?sd=1#ebec54ca7f;promoted
"Пальто, пуховик для девочки",Сегодня 09:26,220 грн.,https://apollo-ireland.akamaized.net:443/v1/files/6sflw3sep5fm1-UA/image;s=261x203,https://www.olx.ua/obyavlenie/palto-puhovik-dlya-devochki-IDFuvqN.html#ebec54ca7f
Курточка,Сегодня 09:26,200 грн.,https://apollo-ireland.akamaized.net:443/v1/files/dmqze1ptjj162-UA/image;s=261x203,https://www.olx.ua/obyavlenie/kurtochka-IDHmW9p.html?sd=1#ebec54ca7f
Костюм спортивный для мальчика ! Классный ! Возраст : от 3 до 6 лет !,Сегодня 09:26,250 грн.,https://apollo-ireland.akamaized.net:443/v1/files/osme4nrue7i21-UA/image;s=261x203,https://www.olx.ua/obyavlenie/kostyum-sportivnyy-dlya-malchika-klassnyy-vozrast-ot-3-do-6-let-IDH2btO.html#ebec54ca7f;promoted
Продам платье р. 116,Сегодня 09:26,350 грн.,https://apollo-ireland.akamaized.net:443/v1/files/n9euwf0kp4yg-UA/image;s=261x203,https://www.olx.ua/obyavlenie/prodam-plate-r-116-IDGAj0u.html#ebec54ca7f;promoted
"Коттоновые брюки для школы, деми и зима,122-164 р. Венгрия, TAURUS.",Сегодня 09:26,315 грн.,https://apollo-ireland.akamaized.net:443/v1/files/vgw7wrwl3uso3-UA/image;s=261x203,https://www.olx.ua/obyavlenie/kottonovye-bryuki-dlya-shkoly-demi-i-zima-122-164-r-vengriya-taurus-IDBB5dK.html?sd=1#ebec54ca7f;promoted
